from,to,event,routing_key,from_team,to_team
,sv-einordnung,wochenvertrag-versendet,sv-einordnung.studentenanstellung.wochenvertrag-versendet,<Unknown>,Snake
,timetracking,10,timetracking.arbeitnehmerdaten.arbeitnehmerdaten-benoetigt.delay.10,<Unknown>,<Unknown>
,timetracking,arbeitnehmerdaten-benoetigt,timetracking.arbeitnehmerdaten.arbeitnehmerdaten-benoetigt,<Unknown>,<Unknown>
,timetracking,dead,timetracking.arbeitnehmerdaten.arbeitnehmerdaten-benoetigt.dead,<Unknown>,<Unknown>
,unternehmensstammdaten,10,unternehmensstammdaten.auftragskonfiguration.zendesk-sell-unternehmen-verknuepft.delay.10,<Unknown>,<Unknown>
,unternehmensstammdaten,dead,unternehmensstammdaten.auftragskonfiguration.zendesk-sell-unternehmen-verknuepft.dead,<Unknown>,<Unknown>
,unternehmensstammdaten,zendesk-sell-unternehmen-verknuepft,unternehmensstammdaten.auftragskonfiguration.zendesk-sell-unternehmen-verknuepft,<Unknown>,<Unknown>
,vertragsverwaltung,10,vertragsverwaltung.personalbestellung.bestellung-aufgegeben.delay.10,<Unknown>,Corporate
,vertragsverwaltung,bestellung-aufgegeben,vertragsverwaltung.personalbestellung.bestellung-aufgegeben,<Unknown>,Corporate
,vertragsverwaltung,dead,vertragsverwaltung.personalbestellung.bestellung-aufgegeben.dead,<Unknown>,Corporate
anzeigenverwaltung,anzeigenverwaltung,inbound_domain_events,anzeigenverwaltung.inbound_domain_events,Jobmensa,Jobmensa
anzeigenverwaltung,jobmensa,anzeige-beendet,anzeigenverwaltung.anzeige-beendet,Jobmensa,Jobmensa
anzeigenverwaltung,jobmensa,anzeige-geschaltet,anzeigenverwaltung.anzeige-geschaltet,Jobmensa,Jobmensa
anzeigenverwaltung,jobsearch,anzeige-geschaltet,anzeigenverwaltung.anzeige-geschaltet,Jobmensa,<Unknown>
anzeigenverwaltung,jobsearch,calendly-team-kalender-ausgewaehlt,anzeigenverwaltung.calendly-team-kalender-ausgewaehlt,Jobmensa,<Unknown>
arbeitnehmerdaten,timetracking,arbeitnehmerdaten-benoetigt,arbeitnehmerdaten.arbeitnehmerdaten-benoetigt,<Unknown>,<Unknown>
arbeitnehmerverwaltung,arbeitnehmerverwaltung,#,clubhouse.student.#,Snake,Snake
arbeitnehmerverwaltung,arbeitnehmerverwaltung,arbeitnehmerdaten-benoetigt,arbeitnehmerdaten-benoetigt,Snake,Snake
arbeitsentgelt,arbeitsentgelt,arbeitnehmerdaten-bereitgestellt,arbeitnehmerdaten-bereitgestellt,Snake,Snake
arbeitsentgelt,matcheese,stundenlohn-festgelegt,arbeitsentgelt.stundenlohn-festgelegt,Snake,<Unknown>
arbeitsentgelt,shinobi,stundenlohn-festgelegt,arbeitsentgelt.stundenlohn-festgelegt,Snake,Phteinpferd
arbeitsentgelt,shinobi,stundenlohn-geloescht,arbeitsentgelt.stundenlohn-geloescht,Snake,Phteinpferd
arbeitsentgelt,studentenanstellung,stundenlohn-festgelegt,arbeitsentgelt.stundenlohn-festgelegt,Snake,StudentServices
arbeitsentgelt,studentenanstellung,stundenlohn-geloescht,arbeitsentgelt.stundenlohn-geloescht,Snake,StudentServices
arbeitsentgelt,sv-einordnung,arbeitnehmer-abgerechnet,arbeitsentgelt.arbeitnehmer-abgerechnet,Snake,Snake
arbeitszeitbestaetigung,freigabe,abweichende-arbeitszeit-von-unternehmen-erfasst,arbeitszeitbestaetigung.abweichende-arbeitszeit-von-unternehmen-erfasst,Corporate,Snake
arbeitszeitbestaetigung,freigabe,arbeitszeit-von-unternehmen-bestaetigt,arbeitszeitbestaetigung.arbeitszeit-von-unternehmen-bestaetigt,Corporate,Snake
arbeitszeitbestaetigung,freigabe,gesamte-arbeitszeit-von-unternehmen-abgelehnt,arbeitszeitbestaetigung.gesamte-arbeitszeit-von-unternehmen-abgelehnt,Corporate,Snake
arbeitszeitbestaetigung,freigabe,noshow-von-unternehmen-gemeldet,arbeitszeitbestaetigung.noshow-von-unternehmen-gemeldet,Corporate,Snake
assessment,matcheese,sprachkenntnis-bewertet,assessment.sprachkenntnis-bewertet,Phteinpferd,<Unknown>
assessment,matcheese,student-fuer-studitemps-geeignet,assessment.student-fuer-studitemps-geeignet,Phteinpferd,<Unknown>
assessment,matcheese,student-fuer-taetigkeitsfelder-geeignet,assessment.student-fuer-taetigkeitsfelder-geeignet,Phteinpferd,<Unknown>
assessment,matcheese,student-nicht-fuer-studitemps-geeignet,assessment.student-nicht-fuer-studitemps-geeignet,Phteinpferd,<Unknown>
assessment,matcheese,weitere-eigenschaften-bewertet,assessment.weitere-eigenschaften-bewertet,Phteinpferd,<Unknown>
auftragserstellung,einsatzplanung,auftrag-erstellt,auftragserstellung.auftrag-erstellt,Phteinpferd,<Unknown>
auftragserstellung,freigabe,auftrag-erstellt,auftragserstellung.auftrag-erstellt,Phteinpferd,Snake
auftragserstellung,kundenfeedback,auftrag-erstellt,auftragserstellung.auftrag-erstellt,Phteinpferd,Corporate
auftragserstellung,legal,auftrag-erstellt,auftragserstellung.auftrag-erstellt,Phteinpferd,<Unknown>
auftragserstellung,matcheese,auftrag-erstellt,auftragserstellung.auftrag-erstellt,Phteinpferd,<Unknown>
auftragserstellung,rechnungsstellung,auftrag-erstellt,auftragserstellung.auftrag-erstellt,Phteinpferd,Snake
auftragserstellung,schichtbestellung,auftrag-erstellt,auftragserstellung.auftrag-erstellt,Phteinpferd,Corporate
auftragskonfiguration,einsatzplanung,ansprechpartner-fuer-mitarbeiterliste-festgelegt,auftragskonfiguration.ansprechpartner-fuer-mitarbeiterliste-festgelegt,Phteinpferd,<Unknown>
auftragskonfiguration,einsatzplanung,auftrag-geloescht,auftragskonfiguration.auftrag-geloescht,Phteinpferd,<Unknown>
auftragskonfiguration,einsatzplanung,individueller-taetigkeitsprofilname-festgelegt,auftragskonfiguration.individueller-taetigkeitsprofilname-festgelegt,Phteinpferd,<Unknown>
auftragskonfiguration,einsatzplanung,studitemps-ansprechpartner-festgelegt,auftragskonfiguration.studitemps-ansprechpartner-festgelegt,Phteinpferd,<Unknown>
auftragskonfiguration,einsatzplanung,taetigkeitsprofil-festgelegt,auftragskonfiguration.taetigkeitsprofil-festgelegt,Phteinpferd,<Unknown>
auftragskonfiguration,einsatzplanung,unternehmenskontakt-fuer-zeiterfassung-festgelegt,auftragskonfiguration.unternehmenskontakt-fuer-zeiterfassung-festgelegt,Phteinpferd,<Unknown>
auftragskonfiguration,einsatzplanung,zendesk-sell-unternehmen-verknuepft,auftragskonfiguration.zendesk-sell-unternehmen-verknuepft,Phteinpferd,<Unknown>
auftragskonfiguration,freigabe,unternehmensname-hinterlegt,auftragskonfiguration.unternehmensname-hinterlegt,Phteinpferd,Snake
auftragskonfiguration,freigabe,zeiterfassungsart-festgelegt,auftragskonfiguration.zeiterfassungsart-festgelegt,Phteinpferd,Snake
auftragskonfiguration,jobmensa,zeiterfassungsart-festgelegt,auftragskonfiguration.zeiterfassungsart-festgelegt,Phteinpferd,Jobmensa
auftragskonfiguration,kundenfeedback,auftrag-geloescht,auftragskonfiguration.auftrag-geloescht,Phteinpferd,Corporate
auftragskonfiguration,kundenfeedback,individueller-taetigkeitsprofilname-festgelegt,auftragskonfiguration.individueller-taetigkeitsprofilname-festgelegt,Phteinpferd,Corporate
auftragskonfiguration,kundenfeedback,taetigkeitsprofil-festgelegt,auftragskonfiguration.taetigkeitsprofil-festgelegt,Phteinpferd,Corporate
auftragskonfiguration,kundenverwaltung,ansprechpartner-fuer-mitarbeiterliste-festgelegt,auftragskonfiguration.ansprechpartner-fuer-mitarbeiterliste-festgelegt,Phteinpferd,Corporate
auftragskonfiguration,kundenverwaltung,studitemps-ansprechpartner-festgelegt,auftragskonfiguration.studitemps-ansprechpartner-festgelegt,Phteinpferd,Corporate
auftragskonfiguration,kundenverwaltung,unternehmenskontakt-fuer-zeiterfassung-festgelegt,auftragskonfiguration.unternehmenskontakt-fuer-zeiterfassung-festgelegt,Phteinpferd,Corporate
auftragskonfiguration,kundenverwaltung,unternehmenskontakt-hinzugefuegt,auftragskonfiguration.unternehmenskontakt-hinzugefuegt,Phteinpferd,Corporate
auftragskonfiguration,kundenverwaltung,unternehmensname-hinterlegt,auftragskonfiguration.unternehmensname-hinterlegt,Phteinpferd,Corporate
auftragskonfiguration,kundenverwaltung,zendesk-sell-unternehmen-verknuepft,auftragskonfiguration.zendesk-sell-unternehmen-verknuepft,Phteinpferd,Corporate
auftragskonfiguration,legal,ansprechpartner-fuer-mitarbeiterliste-festgelegt,auftragskonfiguration.ansprechpartner-fuer-mitarbeiterliste-festgelegt,Phteinpferd,<Unknown>
auftragskonfiguration,legal,individueller-taetigkeitsprofilname-festgelegt,auftragskonfiguration.individueller-taetigkeitsprofilname-festgelegt,Phteinpferd,<Unknown>
auftragskonfiguration,legal,taetigkeitsprofil-festgelegt,auftragskonfiguration.taetigkeitsprofil-festgelegt,Phteinpferd,<Unknown>
auftragskonfiguration,legal,unternehmensname-hinterlegt,auftragskonfiguration.unternehmensname-hinterlegt,Phteinpferd,<Unknown>
auftragskonfiguration,legal,vertragsadresse-hinterlegt,auftragskonfiguration.vertragsadresse-hinterlegt,Phteinpferd,<Unknown>
auftragskonfiguration,legal,zendesk-sell-unternehmen-verknuepft,auftragskonfiguration.zendesk-sell-unternehmen-verknuepft,Phteinpferd,<Unknown>
auftragskonfiguration,matcheese,auftrag-fuer-rekrutierung-relevant,auftragskonfiguration.auftrag-fuer-rekrutierung-relevant,Phteinpferd,<Unknown>
auftragskonfiguration,matcheese,auftrag-geloescht,auftragskonfiguration.auftrag-geloescht,Phteinpferd,<Unknown>
auftragskonfiguration,matcheese,auftrag-markiert,auftragskonfiguration.auftrag-markiert,Phteinpferd,<Unknown>
auftragskonfiguration,matcheese,auftrag-nicht-fuer-rekrutierung-relevant,auftragskonfiguration.auftrag-nicht-fuer-rekrutierung-relevant,Phteinpferd,<Unknown>
auftragskonfiguration,matcheese,auftragsmarkierung-entfernt,auftragskonfiguration.auftragsmarkierung-entfernt,Phteinpferd,<Unknown>
auftragskonfiguration,matcheese,automatisches-matching-aktiviert,auftragskonfiguration.automatisches-matching-aktiviert,Phteinpferd,<Unknown>
auftragskonfiguration,matcheese,automatisches-matching-deaktiviert,auftragskonfiguration.automatisches-matching-deaktiviert,Phteinpferd,<Unknown>
auftragskonfiguration,matcheese,buchen-von-einsatzzeiten-freigeschaltet,auftragskonfiguration.buchen-von-einsatzzeiten-freigeschaltet,Phteinpferd,<Unknown>
auftragskonfiguration,matcheese,einbuchen-in-schichten-freigeschaltet,auftragskonfiguration.einbuchen-in-schichten-freigeschaltet,Phteinpferd,<Unknown>
auftragskonfiguration,matcheese,freischaltung-fuer-buchen-von-einsatzzeiten-zurueckgezogen,auftragskonfiguration.freischaltung-fuer-buchen-von-einsatzzeiten-zurueckgezogen,Phteinpferd,<Unknown>
auftragskonfiguration,matcheese,freischaltung-fuer-einbuchen-in-schichten-zurueckgezogen,auftragskonfiguration.freischaltung-fuer-einbuchen-in-schichten-zurueckgezogen,Phteinpferd,<Unknown>
auftragskonfiguration,matcheese,individueller-taetigkeitsprofilname-festgelegt,auftragskonfiguration.individueller-taetigkeitsprofilname-festgelegt,Phteinpferd,<Unknown>
auftragskonfiguration,matcheese,taetigkeitsprofil-festgelegt,auftragskonfiguration.taetigkeitsprofil-festgelegt,Phteinpferd,<Unknown>
auftragskonfiguration,matcheese,unternehmensname-hinterlegt,auftragskonfiguration.unternehmensname-hinterlegt,Phteinpferd,<Unknown>
auftragskonfiguration,rechnungsstellung,unternehmensname-hinterlegt,auftragskonfiguration.unternehmensname-hinterlegt,Phteinpferd,Snake
auftragskonfiguration,rechnungsstellung,zeiterfassungsart-festgelegt,auftragskonfiguration.zeiterfassungsart-festgelegt,Phteinpferd,Snake
auftragskonfiguration,schichtbestellung,auftrag-geloescht,auftragskonfiguration.auftrag-geloescht,Phteinpferd,Corporate
auftragskonfiguration,schichtbestellung,individueller-taetigkeitsprofilname-festgelegt,auftragskonfiguration.individueller-taetigkeitsprofilname-festgelegt,Phteinpferd,Corporate
auftragskonfiguration,schichtbestellung,taetigkeitsprofil-festgelegt,auftragskonfiguration.taetigkeitsprofil-festgelegt,Phteinpferd,Corporate
auftragskonfiguration,schichteinbuchung,buchen-von-einsatzzeiten-freigeschaltet,auftragskonfiguration.buchen-von-einsatzzeiten-freigeschaltet,Phteinpferd,<Unknown>
auftragskonfiguration,schichteinbuchung,einbuchen-in-schichten-freigeschaltet,auftragskonfiguration.einbuchen-in-schichten-freigeschaltet,Phteinpferd,<Unknown>
auftragskonfiguration,schichteinbuchung,freischaltung-fuer-buchen-von-einsatzzeiten-zurueckgezogen,auftragskonfiguration.freischaltung-fuer-buchen-von-einsatzzeiten-zurueckgezogen,Phteinpferd,<Unknown>
auftragskonfiguration,schichteinbuchung,freischaltung-fuer-einbuchen-in-schichten-zurueckgezogen,auftragskonfiguration.freischaltung-fuer-einbuchen-in-schichten-zurueckgezogen,Phteinpferd,<Unknown>
auftragskonfiguration,studentenanstellung,einsatzinformationen-hinterlegt,auftragskonfiguration.einsatzinformationen-hinterlegt,Phteinpferd,StudentServices
auftragskonfiguration,studentenanstellung,einsatzort-festgelegt,auftragskonfiguration.einsatzort-festgelegt,Phteinpferd,StudentServices
auftragskonfiguration,studentenanstellung,individueller-taetigkeitsprofilname-festgelegt,auftragskonfiguration.individueller-taetigkeitsprofilname-festgelegt,Phteinpferd,StudentServices
auftragskonfiguration,studentenanstellung,studitemps-ansprechpartner-festgelegt,auftragskonfiguration.studitemps-ansprechpartner-festgelegt,Phteinpferd,StudentServices
auftragskonfiguration,studentenanstellung,unternehmenskontakt-fuer-einsatzinformationen-festgelegt,auftragskonfiguration.unternehmenskontakt-fuer-einsatzinformationen-festgelegt,Phteinpferd,StudentServices
auftragskonfiguration,studentenanstellung,zeiterfassungsart-festgelegt,auftragskonfiguration.zeiterfassungsart-festgelegt,Phteinpferd,StudentServices
auftragskonfiguration,unternehmensstammdaten,zendesk-sell-unternehmen-verknuepft,auftragskonfiguration.zendesk-sell-unternehmen-verknuepft,Phteinpferd,<Unknown>
auftragszuordnung,freigabe,arbeitszeit-zu-auftrag-zugeordnet,auftragszuordnung.arbeitszeit-zu-auftrag-zugeordnet,StudentServices,Snake
bewerbung,datateam,auf-studitemps-auftrag-beworben	,bewerbung.auf-studitemps-auftrag-beworben	,Jobmensa,<Unknown>
bewerbung,jobmensa,auf-studitemps-auftrag-beworben,bewerbung.auf-studitemps-auftrag-beworben,Jobmensa,Jobmensa
clubhouse,arbeitnehmerverwaltung,#,clubhouse.student.#,StudentServices,Snake
clubhouse,auftragszuordnung,#,auftragszuordnung.#,StudentServices,StudentServices
clubhouse,clubhouse,deleted,jobmensa.documents.deleted,StudentServices,StudentServices
clubhouse,clubhouse,hired,jobmensa.employee.hired,StudentServices,StudentServices
clubhouse,clubhouse,rpc,clubhouse.rpc,StudentServices,StudentServices
clubhouse,clubhouse,rpc_sequential,clubhouse.rpc_sequential,StudentServices,StudentServices
clubhouse,clubhouse,update,kiss.mission.mission_student.update,StudentServices,StudentServices
clubhouse,clubhouse,updated,kiss.mission.mission.vbg_types.updated,StudentServices,StudentServices
clubhouse,clubhouse,uploaded,jobmensa.documents.uploaded,StudentServices,StudentServices
clubhouse,freigabe,#,clubhouse.student.#,StudentServices,Snake
clubhouse,jobmensa,#,clubhouse.recruit.document.#,StudentServices,Jobmensa
clubhouse,jobmensa,changed,clubhouse.student.portal_completeness_for_student.changed,StudentServices,Jobmensa
clubhouse,jobmensa,mail,clubhouse.app.send.mail,StudentServices,Jobmensa
clubhouse,schichteinbuchung,#,schichteinbuchung.#,StudentServices,<Unknown>
clubhouse,schichteinbuchung,inbound_domain_events,schichteinbuchung.inbound_domain_events,StudentServices,<Unknown>
clubhouse,schichtplanung,#,schichtplanung.#,StudentServices,Phteinpferd
clubhouse,studentenanstellung,#,studentenanstellung.#,StudentServices,StudentServices
clubhouse,studentenanstellung,inbound_domain_events,studentenanstellung.inbound_domain_events,StudentServices,StudentServices
clubhouse,studentenstammdaten,#,studentenstammdaten.#,StudentServices,StudentServices
clubhouse,studentenverwaltung,#,studentenverwaltung.#,StudentServices,Jobmensa
clubhouse,studentenverwaltung,inbound_domain_events,studentenverwaltung.inbound_domain_events,StudentServices,Jobmensa
clubhouse,studentenzeiterfassung,#,studentenzeiterfassung.#,StudentServices,StudentServices
clubhouse,studentenzeiterfassung,inbound_domain_events,studentenzeiterfassung.inbound_domain_events,StudentServices,StudentServices
einsatzplanung,einsatzplanung,schicht-angelegt,schichtplanung.schicht-angelegt,<Unknown>,<Unknown>
freigabe,arbeitsentgelt,arbeitszeit-fuer-payroll-freigegeben,freigabe.arbeitszeit-fuer-payroll-freigegeben,Snake,Snake
freigabe,arbeitsentgelt,arbeitszeit-geloescht,freigabe.arbeitszeit-geloescht,Snake,Snake
freigabe,arbeitszeitbestaetigung,arbeitszeit-abgelehnt,freigabe.arbeitszeit-abgelehnt,Snake,Corporate
freigabe,arbeitszeitbestaetigung,arbeitszeit-durch-stille-zustimmung-von-unternehmen-bestaetigt,freigabe.arbeitszeit-durch-stille-zustimmung-von-unternehmen-bestaetigt,Snake,Corporate
freigabe,arbeitszeitbestaetigung,arbeitszeit-fuer-billing-freigegeben,freigabe.arbeitszeit-fuer-billing-freigegeben,Snake,Corporate
freigabe,arbeitszeitbestaetigung,arbeitszeit-geloescht,freigabe.arbeitszeit-geloescht,Snake,Corporate
freigabe,arbeitszeitbestaetigung,bestaetigung-fuer-arbeitszeit-von-unternehmen-angefordert,freigabe.bestaetigung-fuer-arbeitszeit-von-unternehmen-angefordert,Snake,Corporate
freigabe,freigabe,#,clubhouse.student.#,Snake,Snake
freigabe,rechnungsstellung,arbeitszeit-fuer-billing-freigegeben,freigabe.arbeitszeit-fuer-billing-freigegeben,Snake,Snake
freigabe,rechnungsstellung,arbeitszeit-geloescht,freigabe.arbeitszeit-geloescht,Snake,Snake
freigabe,rechnungsstellung,arbeitszeit-um-zusatz-erweitert,timetracking.arbeitszeit-um-zusatz-erweitert,Snake,Snake
freigabe,rechnungsstellung,recherche-abgeschlossen,freigabe.recherche-abgeschlossen,Snake,Snake
freigabe,studentenzeiterfassung,arbeitszeit-abgelehnt,freigabe.arbeitszeit-abgelehnt,Snake,StudentServices
freigabe,studentenzeiterfassung,arbeitszeit-fuer-payroll-freigegeben,freigabe.arbeitszeit-fuer-payroll-freigegeben,Snake,StudentServices
freigabe,studentenzeiterfassung,arbeitszeit-geloescht,freigabe.arbeitszeit-geloescht,Snake,StudentServices
freigabe,sv-einordnung,arbeitszeit-fuer-payroll-freigegeben,freigabe.arbeitszeit-fuer-payroll-freigegeben,Snake,Snake
freigabe,sv-einordnung,arbeitszeit-geloescht,freigabe.arbeitszeit-geloescht,Snake,Snake
hutch,jobempfehlungen,jobmensa-anzeige-veroeffentlicht,anzeigenkunden.jobmensa-anzeige-veroeffentlicht,<Unknown>,<Unknown>
hutch,jobmensa,calendly-team-kalender-ausgewaehlt,anzeigenverwaltung.calendly-team-kalender-ausgewaehlt,<Unknown>,Jobmensa
hutch,jobmensa-benachrichtigungen,benachrichtige-studenten-ueber-neuen-job-sofort,jobempfehlungen.benachrichtige-studenten-ueber-neuen-job-sofort,<Unknown>,<Unknown>
hutch,jobsearch,anzeige-geschaltet,anzeigenverwaltung.anzeige-geschaltet,<Unknown>,<Unknown>
hutch,jobsearch,calendly-team-kalender-ausgewaehlt,anzeigenverwaltung.calendly-team-kalender-ausgewaehlt,<Unknown>,<Unknown>
hutch,jobsearch,jobmensa-anzeige-beendet,anzeigenkunden.jobmensa-anzeige-beendet,<Unknown>,<Unknown>
hutch,jobsearch,jobmensa-anzeige-veroeffentlicht,anzeigenkunden.jobmensa-anzeige-veroeffentlicht,<Unknown>,<Unknown>
jobempfehlungen,jobmensa-benachrichtigungen,benachrichtige-studenten-ueber-neuen-job-sofort,jobempfehlungen.benachrichtige-studenten-ueber-neuen-job-sofort,<Unknown>,<Unknown>
jobmensa,bewerbung,#,bewerbung.#,Jobmensa,Jobmensa
jobmensa,clubhouse,deleted,jobmensa.documents.deleted,Jobmensa,StudentServices
jobmensa,clubhouse,uploaded,jobmensa.documents.uploaded,Jobmensa,StudentServices
jobmensa,einsatzplanung,#,#,Jobmensa,<Unknown>
jobmensa,jobempfehlungen,jobmensa-anzeige-veroeffentlicht,anzeigenkunden.jobmensa-anzeige-veroeffentlicht,Jobmensa,<Unknown>
jobmensa,jobmensa,adresse,jobmensa.studentenverwaltung.adresse,Jobmensa,Jobmensa
jobmensa,jobmensa,anzeigenverwaltung,jobmensa.anzeigenverwaltung,Jobmensa,Jobmensa
jobmensa,jobmensa,bewerbung,jobmensa.bewerbung,Jobmensa,Jobmensa
jobmensa,jobmensa,change_address,jobmensa.temping.missions.change_address,Jobmensa,Jobmensa
jobmensa,jobmensa,create,jobmensa.temping.orders.create,Jobmensa,Jobmensa
jobmensa,jobmensa,expire,jobmensa.temping.orders.expire,Jobmensa,Jobmensa
jobmensa,jobmensa,geburtsdatum-geaendert,jobmensa.studentenverwaltung.geburtsdatum-geaendert,Jobmensa,Jobmensa
jobmensa,jobmensa,hired_and_fired,jobmensa.temping.students.hired_and_fired,Jobmensa,Jobmensa
jobmensa,jobmensa,immatrikuliert-angegeben,jobmensa.studentenverwaltung.immatrikuliert-angegeben,Jobmensa,Jobmensa
jobmensa,jobmensa,invalidate_state_cache,jobmensa.clubhouse.completeness.invalidate_state_cache,Jobmensa,Jobmensa
jobmensa,jobmensa,job_application_feedback,jobmensa.temping.students.job_application_feedback,Jobmensa,Jobmensa
jobmensa,jobmensa,jobangebote-per-telefon-abgelehnt,jobmensa.studentenverwaltung.jobangebote-per-telefon-abgelehnt,Jobmensa,Jobmensa
jobmensa,jobmensa,jobangeboten-per-telefon-zugestimmt,jobmensa.studentenverwaltung.jobangeboten-per-telefon-zugestimmt,Jobmensa,Jobmensa
jobmensa,jobmensa,mailchimp_sync,jobmensa.students.update.mailchimp_sync,Jobmensa,Jobmensa
jobmensa,jobmensa,mails,jobmensa.clubhouse.mails,Jobmensa,Jobmensa
jobmensa,jobmensa,name-geaendert,jobmensa.studentenverwaltung.name-geaendert,Jobmensa,Jobmensa
jobmensa,jobmensa,nicht-immatrikuliert-angegeben,jobmensa.studentenverwaltung.nicht-immatrikuliert-angegeben,Jobmensa,Jobmensa
jobmensa,jobmensa,republish,jobmensa.temping.orders.republish,Jobmensa,Jobmensa
jobmensa,jobmensa,request_missing_contract_data,jobmensa.kiss.consumers.request_missing_contract_data,Jobmensa,Jobmensa
jobmensa,jobmensa,sprachkenntnis-entfernt,jobmensa.studentenverwaltung.sprachkenntnis-entfernt,Jobmensa,Jobmensa
jobmensa,jobmensa,sprachkenntnis-geaendert,jobmensa.studentenverwaltung.sprachkenntnis-geaendert,Jobmensa,Jobmensa
jobmensa,jobmensa,telefonnummer-geaendert,jobmensa.studentenverwaltung.telefonnummer-geaendert,Jobmensa,Jobmensa
jobmensa,jobmensa,ueber-mich-text-geaendert,jobmensa.studentenverwaltung.ueber-mich-text-geaendert,Jobmensa,Jobmensa
jobmensa,jobmensa,umzug-gemeldet,studentenverwaltung.umzug-gemeldet,Jobmensa,Jobmensa
jobmensa,jobmensa,update,jobmensa.students.update,Jobmensa,Jobmensa
jobmensa,jobmensa,wohnanschrift-hinzugefuegt,studentenverwaltung.wohnanschrift-hinzugefuegt,Jobmensa,Jobmensa
jobmensa,jobmensa,wohnanschrift-korrigiert,studentenverwaltung.wohnanschrift-korrigiert,Jobmensa,Jobmensa
jobmensa,jobmensa,zeiterfassungsart-festgelegt,jobmensa.auftragskonfiguration.zeiterfassungsart-festgelegt,Jobmensa,Jobmensa
jobmensa,jobmensa-benachrichtigungen,benachrichtige-studenten-ueber-neuen-job-sofort,jobempfehlungen.benachrichtige-studenten-ueber-neuen-job-sofort,Jobmensa,<Unknown>
jobmensa,jobmensa-benachrichtigungen,erinnere-studenten-an-unvollstaendige-bewerbung,studentenverwaltung.erinnere-studenten-an-unvollstaendige-bewerbung,Jobmensa,<Unknown>
jobmensa,jobmensa-benachrichtigungen,sende-account-bestaetigungsmail-erneut,anzeigenkunden.sende-account-bestaetigungsmail-erneut,Jobmensa,<Unknown>
jobmensa,jobmensa-benachrichtigungen,sende-passwort-aendern-email,anzeigenkunden.sende-passwort-aendern-email,Jobmensa,<Unknown>
jobmensa,jobmensa-benachrichtigungen,unternehmensaccount-angelegt,anzeigenkunden.unternehmensaccount-angelegt,Jobmensa,<Unknown>
jobmensa,jobsearch,jobmensa-anzeige-beendet,anzeigenkunden.jobmensa-anzeige-beendet,Jobmensa,<Unknown>
jobmensa,jobsearch,jobmensa-anzeige-veroeffentlicht,anzeigenkunden.jobmensa-anzeige-veroeffentlicht,Jobmensa,<Unknown>
jobmensa,kundenfeedback,#,#,Jobmensa,Corporate
jobmensa,shinobi,create,jobmensa.job_offers.create,Jobmensa,Phteinpferd
jobmensa,sourcing,#,sourcing.#,Jobmensa,Jobmensa
jobmensa,studentenverwaltung,#,studentenverwaltung.#,Jobmensa,Jobmensa
jobmensa,studentenverwaltung,auf-studitemps-auftrag-beworben,bewerbung.auf-studitemps-auftrag-beworben,Jobmensa,Jobmensa
jobmensa,studentenverwaltung,jobmensa-account-geloescht,studentenverwaltung.jobmensa-account-geloescht,Jobmensa,Jobmensa
jobsearch,jobsearch,anzeige-geschaltet,anzeigenverwaltung.anzeige-geschaltet,<Unknown>,<Unknown>
jobsearch,jobsearch,jobmensa-anzeige-beendet,anzeigenkunden.jobmensa-anzeige-beendet,<Unknown>,<Unknown>
jobsearch,jobsearch,jobmensa-anzeige-veroeffentlicht,anzeigenkunden.jobmensa-anzeige-veroeffentlicht,<Unknown>,<Unknown>
kandidatenprofil,anzeigenverwaltung,sprachanforderungen-festgelegt,	kandidatenprofil.sprachanforderungen-festgelegt,Phteinpferd,Jobmensa
kandidatenprofil,anzeigenverwaltung,wochenstunden-festgelegt,kandidatenprofil.wochenstunden-festgelegt,Phteinpferd,Jobmensa
kandidatenprofil,matcheese,sprachanforderungen-festgelegt,kandidatenprofil.sprachanforderungen-festgelegt,Phteinpferd,<Unknown>
kandidatenprofil,matcheese,taetigkeitsfelder-festgelegt,kandidatenprofil.taetigkeitsfelder-festgelegt,Phteinpferd,<Unknown>
kandidatenprofil,matcheese,weitere-eigenschaften-gefordert,kandidatenprofil.weitere-eigenschaften-gefordert,Phteinpferd,<Unknown>
kiss,clubhouse,update,kiss.mission.mission_student.update,<Unknown>,StudentServices
kiss,clubhouse,updated,kiss.mission.mission.vbg_types.updated,<Unknown>,StudentServices
kiss,jobmensa,update,kiss.mission.mission_student.update,<Unknown>,Jobmensa
kundenfeedback,shinobi,feedback-zu-student-abgegeben,kundenfeedback.feedback-zu-student-abgegeben,Corporate,Phteinpferd
kundenverwaltung,einsatzplanung,kundenmitarbeiter-aus-filiale-entfernt,kundenverwaltung.kundenmitarbeiter-aus-filiale-entfernt,Corporate,<Unknown>
kundenverwaltung,einsatzplanung,kundenmitarbeiter-registriert,kundenverwaltung.kundenmitarbeiter-registriert,Corporate,<Unknown>
kundenverwaltung,kundenportal_auth,kundenmitarbeiterberechtigungen-beantragt,kundenverwaltung.kundenmitarbeiterberechtigungen-beantragt,Corporate,<Unknown>
kundenverwaltung,kundenverwaltung,unternehmen_name_korrigiert,temping.auftrag.unternehmen_name_korrigiert,Corporate,Corporate
legal,legal,angefragt,temping.uev.angefragt,<Unknown>,<Unknown>
legal,legal,einsatzbeginn_korrigiert,temping.auftrag.einsatzbeginn_korrigiert,<Unknown>,<Unknown>
